id,sentence,script_type,char_pinyin_pairs,english_translation,sentence_hsk_level
11226,我把亞當的手錶弄壞了，氣得他七竅生煙。,traditional,我:wo3|把:ba3|亞:ya4|當:dang1|的:de|手:shou3|錶:biao3|弄:nong4|壞:huai4|了:le|，:|氣:qi4|得:de2|他:ta1|七:qi1|竅:qiao4|生:sheng1|煙:yan1|。:,"I broke Adam's watch, which made him furious.",7-9
11227,這就是他用來簽署那份文件的筆了。,traditional,這:zhe4|就:jiu4|是:shi4|他:ta1|用:yong4|來:lai2|簽:qian1|署:shu3|那:na4|份:fen4|文:wen2|件:jian4|的:de|筆:bi3|了:le|。:,This is the pen he used to sign that document.,7-9
11228,計劃受到輿論的壓力而被取消了。,traditional,計:ji4|劃:hua4|受:shou4|到:dao4|輿:yu2|論:lun4|的:de|壓:ya1|力:li4|而:er2|被:bei4|取:qu3|消:xiao1|了:le|。:,The plan was canceled due to public pressure.,7-9
11229,你可以拿走這本書，但可別把它弄髒了。,traditional,你:ni3|可:ke3|以:yi3|拿:na2|走:zou3|這:zhe4|本:ben3|書:shu1|，:|但:dan4|可:ke3|別:bie2|把:ba3|它:ta1|弄:nong4|髒:zang1|了:le|。:,"You can take this book, but don't get it dirty.",3
11230,關於這一點，我的想法和你不同。,traditional,關:guan1|於:yu2|這:zhe4|一:yi1|點:dian3|，:|我:wo3|的:de|想:xiang3|法:fa3|和:he2|你:ni3|不:bu4|同:tong2|。:,"On this matter, my thoughts differ from yours.",2
11231,我们还是在这里坐下吧。,simplified,我:wo3|们:men|还:hai2|是:shi4|在:zai4|这:zhe4|里:li3|坐:zuo4|下:xia4|吧:ba|。:,Let's sit down here.,1
11232,你把你的房间打扫了没有？,simplified,你:ni3|把:ba3|你:ni3|的:de|房:fang2|间:jian1|打:da3|扫:sao3|了:le|没:mei2|有:you3|？:,Have you cleaned your room?,4
11233,艾丹把肖邦的作品演奏得出神入化。,neutral,艾:ai4|丹:dan1|把:ba3|肖:xiao4|邦:bang1|的:de|作:zuo4|品:pin3|演:yan3|奏:zou4|得:de2|出:chu1|神:shen2|入:ru4|化:hua4|。:,Aidan played Chopin's works beautifully.,7-9
11234,不用担心我们。,simplified,不:bu4|用:yong4|担:dan1|心:xin1|我:wo3|们:men|。:,Don't worry about us.,4
11235,你住在东京吗？,simplified,你:ni3|住:zhu4|在:zai4|东:dong1|京:jing1|吗:ma|？:,Do you live in Tokyo?,1
11236,两个男孩子从房间里跑出来了。,simplified,两:liang3|个:ge4|男:nan2|孩:hai2|子:zi|从:cong2|房:fang2|间:jian1|里:li3|跑:pao3|出:chu1|来:lai2|了:le|。:,Two boys ran out of the room.,1
11237,我没有跟他见过面。,simplified,我:wo3|没:mei2|有:you3|跟:gen1|他:ta1|见:jian4|过:guo4|面:mian4|。:,I haven't met him.,1
11238,你什么时候才会准备好出发？,simplified,你:ni3|什:shen2|么:me|时:shi2|候:hou4|才:cai2|会:hui4|准:zhun3|备:bei4|好:hao3|出:chu1|发:fa1|？:,When will you be ready to leave?,2
11239,你怎么一言不发？,simplified,你:ni3|怎:zen3|么:me|一:yi1|言:yan2|不:bu4|发:fa1|？:,Why are you so silent?,2
11240,那个胖女人拿着一只猴子。,neutral,那:na4|个:ge|胖:pang4|女:nv3|人:ren2|拿:na2|着:zhe|一:yi1|只:zhi1|猴:hou2|子:zi|。:,That fat woman is holding a monkey.,5
11241,箱子的内容在标签上面写着。,simplified,箱:xiang1|子:zi|的:de|内:nei4|容:rong2|在:zai4|标:biao1|签:qian1|上:shang4|面:mian4|写:xie3|着:zhe|。:,The contents of the box are written on the label.,5
11242,知道了没有？,neutral,知:zhi1|道:dao4|了:le|没:mei2|有:you3|？:,Do you understand?,1
11243,我觉得他们很有意思。,simplified,我:wo3|觉:jue2|得:de|他:ta1|们:men|很:hen3|有:you3|意:yi4|思:si|。:,I find them very interesting.,2
11244,某些失明者会产生一个弥补性的能力，这个能力让他们察觉到他们与离他们很近的物体的距离。,simplified,某:mou3|些:xie1|失:shi1|明:ming2|者:zhe3|会:hui4|产:chan3|生:sheng1|一:yi2|个:ge4|弥:mi2|补:bu3|性:xing4|的:de|能:neng2|力:li4|，:|这:zhe4|个:ge|能:neng2|力:li4|让:rang4|他:ta1|们:men|察:cha2|觉:jue2|到:dao4|他:ta1|们:men|与:yu3|离:li2|他:ta1|们:men|很:hen3|近:jin4|的:de|物:wu4|体:ti3|的:de|距:ju4|离:li2|。:,Some blind people develop a compensatory ability that allows them to sense the distance to objects that are very close to them.,7-9
11245,您想再喝杯茶吗？,simplified,您:nin2|想:xiang3|再:zai4|喝:he1|杯:bei1|茶:cha2|吗:ma|？:,Would you like another cup of tea?,1
11246,世界上並沒有所謂完美的句子。就好像沒有完美的絕望一樣。,traditional,世:shi4|界:jie4|上:shang4|並:bing4|沒:mei2|有:you3|所:suo3|謂:wei4|完:wan2|美:mei3|的:de|句:ju4|子:zi|。:|就:jiu4|好:hao3|像:xiang4|沒:mei2|有:you3|完:wan2|美:mei3|的:de|絕:jue2|望:wang4|一:yi1|樣:yang4|。:,"There is no such thing as a perfect sentence in the world, just as there is no perfect despair.",4
11247,我們還是讓老師決定吧。,traditional,我:wo3|們:men|還:hai2|是:shi4|讓:rang4|老:lao3|師:shi1|決:jue2|定:ding4|吧:ba|。:,Let's let the teacher decide.,3
11248,一條主要水管被地震震裂了。,traditional,一:yi1|條:tiao2|主:zhu3|要:yao4|水:shui3|管:guan3|被:bei4|地:di4|震:zhen4|震:zhen4|裂:lie4|了:le|。:,A main water pipe was cracked by the earthquake.,6
11249,再來一場戰爭，我們就完蛋了。,traditional,再:zai4|來:lai2|一:yi1|場:chang3|戰:zhan4|爭:zheng1|，:|我:wo3|們:men|就:jiu4|完:wan2|蛋:dan4|了:le|。:,"If there's another war, we're done for.",4
11250,這支鉛筆有多長？,traditional,這:zhe4|支:zhi1|鉛:qian1|筆:bi3|有:you3|多:duo1|長:chang2|？:,How long is this pencil?,6
11251,我甚麼也聽不到。,traditional,我:wo3|甚:shen2|麼:me|也:ye3|聽:ting1|不:bu2|到:dao4|。:,I can't hear anything.,4
11252,我聽到了淡路發生大地震的消息。,traditional,我:wo3|聽:ting1|到:dao4|了:le|淡:dan4|路:lu4|發:fa1|生:sheng1|大:da4|地:di4|震:zhen4|的:de|消:xiao1|息:xi1|。:,I heard about the big earthquake in Awaji.,5
11253,我覺得應該向她道歉的人是你。,traditional,我:wo3|覺:jue2|得:de2|應:ying1|該:gai1|向:xiang4|她:ta1|道:dao4|歉:qian4|的:de|人:ren2|是:shi4|你:ni3|。:,I think it's you who should apologize to her.,6
11254,你該買一輛新車了。,traditional,你:ni3|該:gai1|買:mai3|一:yi1|輛:liang4|新:xin1|車:che1|了:le|。:,You should buy a new car.,2
11255,如果我們有多點時間就好了。,traditional,如:ru2|果:guo3|我:wo3|們:men|有:you3|多:duo1|點:dian3|時:shi2|間:jian1|就:jiu4|好:hao3|了:le|。:,I wish we had more time.,2
11256,就算你明天起床，發現整個宇宙消失了，還有一門科學是可以繼續研究的 ﹣ 那就是數學了。,traditional,就:jiu4|算:suan4|你:ni3|明:ming2|天:tian1|起:qi3|床:chuang2|，:|發:fa1|現:xian4|整:zheng3|個:ge4|宇:yu3|宙:zhou4|消:xiao1|失:shi1|了:le|，:|還:hai2|有:you3|一:yi1|門:men2|科:ke1|學:xue2|是:shi4|可:ke3|以:yi3|繼:ji4|續:xu4|研:yan2|究:jiu1|的:de|﹣:|那:na4|就:jiu4|是:shi4|數:shu4|學:xue2|了:le|。:,"Even if you wake up tomorrow and find the entire universe has disappeared, there is still one science that can continue to be studied - that is mathematics.",7-9
11257,门票多少钱？,simplified,门:men2|票:piao4|多:duo1|少:shao3|钱:qian2|？:,How much is the ticket?,1
11258,她住在他的隔壁。,neutral,她:ta1|住:zhu4|在:zai4|他:ta1|的:de|隔:ge2|壁:bi4|。:,She lives next door to him.,5
11259,我要叫你“老板”。,neutral,我:wo3|要:yao4|叫:jiao4|你:ni3|“:|老:lao3|板:ban3|”:|。:,"I will call you ""boss.""",2
11260,他是布赖恩·罗克。,simplified,他:ta1|是:shi4|布:bu4|赖:lai4|恩:en1|·:|罗:luo2|克:ke4|。:,He is Brian Rock.,7-9
11261,他们俩的影子重叠在一起。,simplified,他:ta1|们:men|俩:lia3|的:de|影:ying3|子:zi|重:chong2|叠:die2|在:zai4|一:yi4|起:qi3|。:,Their shadows overlap each other.,7-9
11262,"你知道那天我在街上碰到他哎,我们当然还是很友善地停下来聊了几句.",simplified,"你:ni3|知:zhi1|道:dao4|那:na4|天:tian1|我:wo3|在:zai4|街:jie1|上:shang4|碰:peng4|到:dao4|他:ta1|哎:ai1|,:|我:wo3|们:men|当:dang1|然:ran2|还:hai2|是:shi4|很:hen3|友:you3|善:shan4|地:de|停:ting2|下:xia4|来:lai2|聊:liao2|了:le|几:ji3|句:ju4|.:","You know, I ran into him on the street that day, and of course we stopped to chat for a bit in a friendly manner.",7-9
11263,"在白天对什么都不动感情是极为容易的,但在夜晚就是另外一回事。",simplified,"在:zai4|白:bai2|天:tian1|对:dui4|什:shen2|么:me|都:dou1|不:bu4|动:dong4|感:gan3|情:qing2|是:shi4|极:ji2|为:wei2|容:rong2|易:yi4|的:de|,:|但:dan4|在:zai4|夜:ye4|晚:wan3|就:jiu4|是:shi4|另:ling4|外:wai4|一:yi1|回:hui2|事:shi4|。:","It's very easy to be indifferent to everything during the day, but it's a different story at night.",3
11264,我養了一隻貓和一隻狗。貓是黑色的，狗是白色的。,traditional,我:wo3|養:yang3|了:le|一:yi1|隻:zhi1|貓:mao1|和:he2|一:yi1|隻:zhi1|狗:gou3|。:|貓:mao1|是:shi4|黑:hei1|色:se4|的:de|，:|狗:gou3|是:shi4|白:bai2|色:se4|的:de|。:,"I have a cat and a dog. The cat is black, and the dog is white.",2
11265,人類適應環境變化的能力很強。,traditional,人:ren2|類:lei4|適:shi4|應:ying1|環:huan2|境:jing4|變:bian4|化:hua4|的:de|能:neng2|力:li4|很:hen3|強:qiang2|。:,Humans have a strong ability to adapt to changes in the environment.,3
11266,他雖然窮，但生活卻過得很快樂。,traditional,他:ta1|雖:sui1|然:ran2|窮:qiong2|，:|但:dan4|生:sheng1|活:huo2|卻:que4|過:guo4|得:de2|很:hen3|快:kuai4|樂:le4|。:,"Although he is poor, he lives a very happy life.",4
11267,馬迪拉是酒的名字。,traditional,馬:ma3|迪:di2|拉:la1|是:shi4|酒:jiu3|的:de|名:ming2|字:zi4|。:,Madeira is the name of a wine.,7-9
11268,聖誕節快到了，生意也好了點。,traditional,聖:sheng4|誕:dan4|節:jie2|快:kuai4|到:dao4|了:le|，:|生:sheng1|意:yi4|也:ye3|好:hao3|了:le|點:dian3|。:,"Christmas is approaching, and business has picked up a bit.",6
11269,我想買那輛車，可是我卻沒有錢。,traditional,我:wo3|想:xiang3|買:mai3|那:na4|輛:liang4|車:che1|，:|可:ke3|是:shi4|我:wo3|卻:que4|沒:mei2|有:you3|錢:qian2|。:,"I want to buy that car, but I don't have any money.",4
11270,可惜他是一個完全沒有幽默感的人。,traditional,可:ke3|惜:xi1|他:ta1|是:shi4|一:yi1|個:ge4|完:wan2|全:quan2|沒:mei2|有:you3|幽:you1|默:mo4|感:gan3|的:de|人:ren2|。:,"Unfortunately, he is a person with no sense of humor at all.",5
11271,大家都在等你。,neutral,大:da4|家:jia1|都:dou1|在:zai4|等:deng3|你:ni3|。:,Everyone is waiting for you.,1
11272,今天可以借你的網球拍一用嗎？,traditional,今:jin1|天:tian1|可:ke3|以:yi3|借:jie4|你:ni3|的:de|網:wang3|球:qiu2|拍:pai1|一:yi1|用:yong4|嗎:ma|？:,Can I borrow your tennis racket today?,3
11273,我就是不知道說些什麼。,traditional,我:wo3|就:jiu4|是:shi4|不:bu4|知:zhi1|道:dao4|說:shuo1|些:xie1|什:shen2|麼:me|。:,I just don't know what to say.,1
11274,神話讓我們能透悉古文明。,traditional,神:shen2|話:hua4|讓:rang4|我:wo3|們:men|能:neng2|透:tou4|悉:xi1|古:gu3|文:wen2|明:ming2|。:,Myths allow us to understand ancient civilizations.,5
11275,這個遊戲的目的是引爆螢幕上所有的炸彈。,traditional,這:zhe4|個:ge4|遊:you2|戲:xi4|的:de|目:mu4|的:di4|是:shi4|引:yin3|爆:bao4|螢:ying2|幕:mu4|上:shang4|所:suo3|有:you3|的:de|炸:zha4|彈:dan4|。:,The goal of this game is to detonate all the bombs on the screen.,beyond-hsk
11276,我今天要參加入學試。,traditional,我:wo3|今:jin1|天:tian1|要:yao4|參:can1|加:jia1|入:ru4|學:xue2|試:shi4|。:,I am taking the entrance exam today.,2
11277,瑪莉的生日快到了，我打算做一個蛋糕給她。,traditional,瑪:ma3|莉:li4|的:de|生:sheng1|日:ri4|快:kuai4|到:dao4|了:le|，:|我:wo3|打:da3|算:suan4|做:zuo4|一:yi1|個:ge4|蛋:dan4|糕:gao1|給:gei3|她:ta1|。:,"Mary's birthday is coming up, and I plan to make a cake for her.",beyond-hsk
11278,我去了理髮店理髮。,traditional,我:wo3|去:qu4|了:le|理:li3|髮:fa4|店:dian4|理:li3|髮:fa4|。:,I went to the barber to get a haircut.,2
11279,再給他一次機會的話，他會盡力做到最好的。,traditional,再:zai4|給:gei3|他:ta1|一:yi1|次:ci4|機:ji1|會:hui4|的:de|話:hua4|，:|他:ta1|會:hui4|盡:jin3|力:li4|做:zuo4|到:dao4|最:zui4|好:hao3|的:de|。:,"If you give him another chance, he will do his best.",3
11280,我傷心的時候，我的朋友會鼓勵我。,traditional,我:wo3|傷:shang1|心:xin1|的:de|時:shi2|候:hou4|，:|我:wo3|的:de|朋:peng2|友:you3|會:hui4|鼓:gu3|勵:li4|我:wo3|。:,"When I'm sad, my friends encourage me.",5
11281,母親去了逛街。,traditional,母:mu3|親:qin1|去:qu4|了:le|逛:guang4|街:jie1|。:,Mother went shopping.,4
11282,我很喜歡日本的美食，也很喜歡日本的風俗，所以我自然也很喜歡在日本生活。,traditional,我:wo3|很:hen3|喜:xi3|歡:huan1|日:ri4|本:ben3|的:de|美:mei3|食:shi2|，:|也:ye3|很:hen3|喜:xi3|歡:huan1|日:ri4|本:ben3|的:de|風:feng1|俗:su2|，:|所:suo3|以:yi3|我:wo3|自:zi4|然:ran2|也:ye3|很:hen3|喜:xi3|歡:huan1|在:zai4|日:ri4|本:ben3|生:sheng1|活:huo2|。:,"I really enjoy Japanese cuisine and customs, so naturally, I also love living in Japan.",4
11283,這台電話壞掉了。,traditional,這:zhe4|台:tai2|電:dian4|話:hua4|壞:huai4|掉:diao4|了:le|。:,This phone is broken.,3
11284,比較一下你寫的句子和黑板上的句子。,traditional,比:bi3|較:jiao4|一:yi1|下:xia4|你:ni3|寫:xie3|的:de|句:ju4|子:zi|和:he2|黑:hei1|板:ban3|上:shang4|的:de|句:ju4|子:zi|。:,Compare the sentences you wrote with the ones on the board.,3
11285,我的書每一本都可以借給你，只要你不把它們弄髒就行了。,traditional,我:wo3|的:de|書:shu1|每:mei3|一:yi1|本:ben3|都:dou1|可:ke3|以:yi3|借:jie4|給:gei3|你:ni3|，:|只:zhi3|要:yao4|你:ni3|不:bu4|把:ba3|它:ta1|們:men|弄:nong4|髒:zang1|就:jiu4|行:xing2|了:le|。:,You can borrow any of my books as long as you don't get them dirty.,3
11286,千萬不要自殺。,traditional,千:qian1|萬:wan4|不:bu2|要:yao4|自:zi4|殺:sha1|。:,Never commit suicide.,5
11287,如果獅子是百獸之王的話，鷹就是百鳥之王了。,traditional,如:ru2|果:guo3|獅:shi1|子:zi|是:shi4|百:bai3|獸:shou4|之:zhi1|王:wang2|的:de|話:hua4|，:|鷹:ying1|就:jiu4|是:shi4|百:bai3|鳥:niao3|之:zhi1|王:wang2|了:le|。:,"If the lion is the king of beasts, then the eagle is the king of birds.",7-9
11288,英式英語的「to get the sack」是被解僱的意思。,traditional,英:ying1|式:shi4|英:ying1|語:yu3|的:de|「:|to:|get:|the:|sack:|」:|是:shi4|被:bei4|解:jie3|僱:gu4|的:de|意:yi4|思:si|。:,"In British English, ""to get the sack"" means to be fired.",beyond-hsk
11289,我不是被解僱，是自己辭職不幹的。,traditional,我:wo3|不:bu2|是:shi4|被:bei4|解:jie3|僱:gu4|，:|是:shi4|自:zi4|己:ji3|辭:ci2|職:zhi2|不:bu4|幹:gan4|的:de|。:,I wasn't fired; I resigned on my own.,beyond-hsk
11290,尼日利亞曾經是英國的殖民地。,traditional,尼:ni2|日:ri4|利:li4|亞:ya4|曾:ceng2|經:jing1|是:shi4|英:ying1|國:guo2|的:de|殖:zhi2|民:min2|地:di4|。:,Nigeria was once a British colony.,7-9
11291,别瞧不起人。,neutral,别:bie2|瞧:qiao2|不:bu4|起:qi3|人:ren2|。:,Don't look down on others.,5
11292,剪刀、石頭、布。,traditional,剪:jian3|刀:dao1|、:|石:shi2|頭:tou2|、:|布:bu4|。:,"Rock, paper, scissors.",5
11293,你是个记者。,simplified,你:ni3|是:shi4|个:ge4|记:ji4|者:zhe3|。:,You are a journalist.,2
11294,克里斯取得了七枚金幣！,traditional,克:ke4|里:li3|斯:si1|取:qu3|得:de2|了:le|七:qi1|枚:mei2|金:jin1|幣:bi4|！:,Chris has earned seven gold coins!,7-9
11295,她游泳游得很棒。,neutral,她:ta1|游:you2|泳:yong3|游:you2|得:de2|很:hen3|棒:bang4|。:,She swims really well.,5
11296,我連做夢也沒有想過喬治會騙我。,traditional,我:wo3|連:lian2|做:zuo4|夢:meng4|也:ye3|沒:mei2|有:you3|想:xiang3|過:guo4|喬:qiao2|治:zhi4|會:hui4|騙:pian4|我:wo3|。:,I never even dreamed that George would deceive me.,7-9
11297,英式英語和美式英語在很多地方上有所不同。,traditional,英:ying1|式:shi4|英:ying1|語:yu3|和:he2|美:mei3|式:shi4|英:ying1|語:yu3|在:zai4|很:hen3|多:duo1|地:di4|方:fang1|上:shang4|有:you3|所:suo3|不:bu4|同:tong2|。:,British English and American English differ in many ways.,3
11298,這座建築物快完工了。,traditional,這:zhe4|座:zuo4|建:jian4|築:zhu4|物:wu4|快:kuai4|完:wan2|工:gong1|了:le|。:,This building is almost finished.,5
11299,打開窗子，就會有新鮮空氣了。,traditional,打:da3|開:kai1|窗:chuang1|子:zi|，:|就:jiu4|會:hui4|有:you3|新:xin1|鮮:xian1|空:kong1|氣:qi4|了:le|。:,"Open the window, and fresh air will come in.",4
11300,我不彎膝也能把手掌平放在地上。,traditional,我:wo3|不:bu4|彎:wan1|膝:xi1|也:ye3|能:neng2|把:ba3|手:shou3|掌:zhang3|平:ping2|放:fang4|在:zai4|地:di4|上:shang4|。:,I can place my palms flat on the ground without bending my knees.,7-9
11301,SFX 是甚麼意思？,traditional,SFX:|是:shi4|甚:shen2|麼:me|意:yi4|思:si|？:,What does SFX mean?,4
11302,救命！,neutral,救:jiu4|命:ming4|！:,Help!,3
11303,花都谢了。,simplified,花:hua1|都:dou1|谢:xie4|了:le|。:,The flowers have all wilted.,1
11304,英文比日文更難嗎？,traditional,英:ying1|文:wen2|比:bi3|日:ri4|文:wen2|更:geng4|難:nan2|嗎:ma|？:,Is English harder than Japanese?,2
11305,湯姆和我沒有相似之處。,traditional,湯:tang1|姆:mu3|和:he2|我:wo3|沒:mei2|有:you3|相:xiang1|似:si4|之:zhi1|處:chu4|。:,Tom and I have nothing in common.,7-9
11306,她說再見的時候，臉上掛著笑容，但其實心中是十分難受的。,traditional,她:ta1|說:shuo1|再:zai4|見:jian4|的:de|時:shi2|候:hou4|，:|臉:lian3|上:shang4|掛:gua4|著:zhe|笑:xiao4|容:rong2|，:|但:dan4|其:qi2|實:shi2|心:xin1|中:zhong1|是:shi4|十:shi2|分:fen1|難:nan2|受:shou4|的:de|。:,"She smiled when she said goodbye, but inside she was very upset.",4
11307,站在那邊的男孩是我的兒子。,traditional,站:zhan4|在:zai4|那:na4|邊:bian1|的:de|男:nan2|孩:hai2|是:shi4|我:wo3|的:de|兒:er2|子:zi|。:,The boy standing over there is my son.,1
11308,我現在很忙。,traditional,我:wo3|現:xian4|在:zai4|很:hen3|忙:mang2|。:,I am very busy right now.,1
11309,我們可以回顧過去，但不能改變過去；我們可以改變未來，但不能預知未來。,traditional,我:wo3|們:men|可:ke3|以:yi3|回:hui2|顧:gu4|過:guo4|去:qu4|，:|但:dan4|不:bu4|能:neng2|改:gai3|變:bian4|過:guo4|去:qu4|；:|我:wo3|們:men|可:ke3|以:yi3|改:gai3|變:bian4|未:wei4|來:lai2|，:|但:dan4|不:bu4|能:neng2|預:yu4|知:zhi1|未:wei4|來:lai2|。:,"We can reflect on the past, but we cannot change it; we can change the future, but we cannot foresee it.",4
11310,第一眼看起來，那個問題似乎很容易。,traditional,第:di4|一:yi1|眼:yan3|看:kan4|起:qi3|來:lai2|，:|那:na4|個:ge4|問:wen4|題:ti2|似:si4|乎:hu1|很:hen3|容:rong2|易:yi4|。:,"At first glance, that problem seems easy.",4
11311,你馬上出發，就可以趕上他們了。,traditional,你:ni3|馬:ma3|上:shang4|出:chu1|發:fa1|，:|就:jiu4|可:ke3|以:yi3|趕:gan3|上:shang4|他:ta1|們:men|了:le|。:,"If you leave right away, you can catch up with them.",3
