id,sentence,script_type
15596,这片森林的树主要是柏树。,simplified
15597,被翻譯成多種語言的國際歌，在世界各地仍然是社會鬥爭的象徵。,traditional
15598,从来就没有什么救世主， 也不靠神仙皇帝！,simplified
15599,你是黨員嗎？,traditional
15600,他前天拜会了法国总统。,simplified
15601,在情人节，我用玫瑰花瓣拼出了我的另一半的名字。,simplified
15602,意大利是一个半岛。,simplified
15603,计算机使表单的处理容易了。,simplified
15604,那个责任对他是个包袱。,simplified
15605,他把交通事故通知了警察。,neutral
15606,找到一位能够代替他的人不会是容易的任务。,simplified
15607,这个单词法语没有的。,simplified
15608,不是因为某人不理事实它们就会不复存在了。,simplified
15609,我们必须团结起来才能战胜敌人。,simplified
15610,我记得他说的话。,simplified
15611,你是不是长岛家的亲戚？,simplified
15612,你是不是跟长岛家有关系的？,simplified
15613,这个城市被称为日本的丹麦。,simplified
15614,动词变位很有趣的。,simplified
15615,我的母亲经常让行人吃耳光。,simplified
15616,好好准备就不会出问题。,simplified
15617,你经常把它擦光吗？,simplified
15618,据说中国历史上发展主流为 “合久必分，分久必合”。,simplified
15619,男孩收集了一把花生，然後把它們放到了一個小箱子裏。,traditional
15620,他用雙手抱著一個大箱子。,traditional
15621,我爸爸不吸煙、不喝酒。,traditional
15622,就算是真的，也沒有多大的關係。,traditional
15623,我剛剛吃完了午飯。,traditional
15624,你呢？,neutral
15625,我沒有票。,traditional
15626,我覺得這本書從頭到尾都很有趣。,traditional
15627,兩組在比賽中的表現都不太好。,traditional
15628,我聽不懂他的笑話。,traditional
15629,意外中有十個人受了傷。,traditional
15630,他雖然很有才能，但卻不肯努力上進。,traditional
15631,晚飯大概已經準備好了，我們還是快點回家吧。,traditional
15632,你可以把音量調低一點嗎？,traditional
15633,天氣惡劣的時候盡量不要外出。,traditional
15634,他點了一杯啤酒。,traditional
15635,難怪我們會把蝙蝠和黑暗的地方聯想在一起了。,traditional
15636,我们已被敌军包围了好几个月。,simplified
15637,我把信用卡交你保管。,neutral
15638,钻石是一种宝石。,simplified
15639,扬州、苏州、南京、杭州与绍兴为江浙五大悠久名城。,simplified
15640,宁波唐时名称明州。,neutral
15641,上有天堂下有苏杭。,neutral
15642,那家店里的新货全卖光了。,simplified
15643,你什么时候出生的?,neutral
15644,跟其它的比，法国护照有多难看啊。,simplified
15645,我们去坐火车。,simplified
15646,「她是谁？」 「张三李四。」,simplified
15647,一百年才出一个周立波。,neutral
15648,他發現他上學學的東西，在商界根本派不上用場。,traditional
15649,他比我聰明。,traditional
15650,他的爸爸和媽媽都不在人世了。,traditional
15651,Fabien有很多好点子。,neutral
15652,黑暗中难分丑妍。,neutral
15653,问问她什么时候回来。,simplified
15654,过年了。,neutral
15655,这次我不会回去。,neutral
15656,她爸爸不会来的，他很忙。,simplified
15657,我今天看了一部非常好笑的电影。,neutral
15658,可以给我一杯茶吗？,simplified
15659,电脑坏了。,simplified
15660,我要去花园里浇水了。,simplified
15661,那又这样呢？,simplified
15662,进来吧，外面很冷。,simplified
15663,她呢就是喜欢打破沙锅问到底。,simplified
15664,这是一条狗。,simplified
15665,那就要看你有沒有興趣了。,traditional
15666,他雖然是在英國出生的，但英語卻說得很差。,traditional
15667,我看著一輪煙圈從他的雪茄裏冒出來，飄到了空氣中。,traditional
15668,看雜誌有甚麼用？,traditional
15669,發生了那件事以後，那位政治家一直沒有公開露面。,traditional
15670,他肯定是一個聰明人。,traditional
15671,我有词典。,simplified
15672,他说英语，法语还是德语？,simplified
15673,哈尔滨是非常冷。,neutral
15674,这件事突然自己发生的。,simplified
15675,苏州话历来被称为 “吴侬软语”，其最大的特点就是“软”。,simplified
15676,他是李櫻。,traditional
15677,他会说日语。,simplified
15678,在民主国家，报刊的独立是很重要的。,simplified
15679,她毕业以后，就当报社新闻记者了。,simplified
15680,我不想让这个秘密暴露出来。,simplified
15681,她酷愛釣魚。,traditional
15682,请勿折叠！,simplified
15683,我暗暗下定决心，下次一定要考好。,simplified
15684,境外办理护照都需要哪些手续和证明材料？,simplified
15685,谢谢您的帮助。,simplified
15686,谢谢您的指教。,simplified
15687,谢谢您的礼物。,simplified
15688,谢谢您的答复。,simplified
15689,您太好了。,neutral
15690,我们呼啦呼啦几下就把这件事做完了。,simplified
15691,我们没有什么可以失去的。,simplified
15692,不客气。,neutral
15693,不用客气。,neutral
15694,你吃飯前應該先洗手。,traditional
15695,一月是一年之中的頭一個月。,traditional
15696,他常常上學遲到。,traditional
15697,我喝咖啡不加糖。,neutral
15698,我的名字在名單中排得最前，所以我第一個被叫進了辦工室。,traditional
15699,溫度計上的溫度跌到了零度以下。,traditional
15700,他找到了我的自行車。,traditional
15701,那艘船失去平衡，翻了過來。,traditional
15702,這棟別墅的主人是誰？,traditional
15703,你要小心一點。,traditional
15704,我上星期把錢付了給他。,traditional
15705,你想喝點東西嗎？,traditional
15706,看書可以學會很多生字。,traditional
15707,我對歷史沒有甚麼興趣。,traditional
15708,語言是人類最重要的發明之一。,traditional
15709,我們連她的名字也沒有聽過。,traditional
15710,唉！我的電腦又當機了。,traditional
15711,地球只不過是懸浮在太空中的一個球體。,traditional
15712,我喜欢吃刺身。,neutral
15713,天不怕，地不怕，就怕温州人说温州话。,simplified
15714,要我去帮你倒垃圾？要不要我去帮你摘天上的月亮？,neutral
15715,《施氏食獅史》,traditional
15716,姐姐在市场买了一点茄子、土豆、丝瓜和大白菜。,simplified
15717,该死的！你吓死我了！,simplified
15718,你别笑我。,neutral
15719,宗教是人民的鸦片。,simplified
15720,人算不如天算。,neutral
15721,不入虎穴，焉得虎子。,neutral
15722,人不犯我，我不犯人；人若犯我，我必犯人。,neutral
15723,把他杀了！,simplified
15724,因为她是新来的，所以她谁都不认识。,simplified
15725,他们的旗五颜六色。,simplified
15726,我温书温了一个小时。,simplified
15727,我的儿子从盒子里拿了一粒糖。,neutral
15728,Tom买了辆崭新的车。,simplified
15729,他戴眼镜。,simplified
15730,这里有人会说日语吗？,simplified
15731,下个礼拜就是圣诞节。,simplified
15732,你的房间在哪里？,simplified
15733,你们比较喜欢什么，苹果还是香蕉？,simplified
15734,有时我会在图书馆看见他。,simplified
15735,他今天下午会来的。,simplified
15736,他還沒讀過這本書。,traditional
15737,我借到香港出差的机会去见你，可谓一举两得啊！,simplified
15738,这些都是很早的故事了。,neutral
15739,他们很早就出去了。,simplified
15740,叫辆出租车来接我们。,simplified
15741,该死的！你吓了我一大跳！,simplified
15742,我两个礼拜就会回来。,simplified
15743,她对他们很严酷。,simplified
15744,我没有朋友可以聊天。,neutral
15745,我不能原谅他的懒惰。,simplified
15746,我还没吃完早饭。,simplified
15747,我们是男人。,simplified
15748,他不知羞耻地说他绝不会跟一个飞机场谈恋爱。,simplified
15749,你最好没说过这种话。,simplified
15750,最贵的车多少钱？,simplified
15751,我会借给你们的。,simplified
15752,我买了他一条领带。,simplified
15753,狡兔三窟。,neutral
15754,不怕一万，只怕万一。,neutral
15755,比上不足，比下有余。,neutral
15756,他感冒了。,neutral
15757,我帮他买了一条领带。,simplified
15758,不用麻烦了。,simplified
15759,很好，谢谢。,simplified
15760,我这就上路。,neutral
15761,让我想一想。,simplified
15762,都是我的错。,simplified
15763,我每晚洗澡。,neutral
15764,他年近四十。,neutral
15765,这需要时间。,simplified
15766,你的车很快，但是我的更快。,simplified
15767,我今天一个问题都不会再问了。,simplified
15768,如今大家都很开心。,neutral
15769,她常常开我的玩笑。,neutral
15770,他买了一双新鞋。,simplified
15771,老师告诉我们必须看什么书。,simplified
15772,他差点在雪中冻死。,simplified
15773,不要发出声音。,simplified
15774,那座桥是罗马人修建的。,simplified
15775,在美国，汽车靠右行驶。,simplified
15776,他姐姐比我哥哥大。,neutral
15777,我姐姐比我哥哥大。,neutral
15778,我喜欢数学。,simplified
15779,「我是日本人。」小男孩答道。,neutral
15780,你只不過是一個學生。,traditional
15781,小貓的脖子上繫著一條絲帶。,traditional
15782,Jane 又胖、又沒禮貌、又煙不離手，可是 Ken 卻覺得她可愛、動人，所謂「愛情是盲目的」，大概就是這個意思了吧。,traditional
15783,他到了九點才回來。,traditional
15784,他彈鋼琴彈得比我好。,traditional
15785,誰也不知道將來會發生甚麼事。,traditional
15786,不管谁说，这个不对。,simplified
15787,他愛他的狗，那隻小狗真的很可愛。,traditional
15788,她聽到那個消息，失望地嘆了一口氣。,traditional
15789,獅子突然向訓練員撲了過去。,traditional
15790,湯姆的泳術比我們所有人都要好得多。,traditional
