id,sentence,script_type,char_pinyin_pairs
12827,為了避開警方的追捕，狄馬只好在垃圾箱裏過了一晚。,traditional,為:wei4|了:le|避:bi4|開:kai1|警:jing3|方:fang1|的:de|追:zhui1|捕:bu3|，:|狄:di2|馬:ma3|只:zhi3|好:hao3|在:zai4|垃:la1|圾:ji1|箱:xiang1|裏:li3|過:guo4|了:le|一:yi1|晚:wan3|。:
12828,第二天早上，狄馬從垃圾箱裏走了出來，但卻發現自己全身的衣服都沾上了垃圾的臭味。,traditional,第:di4|二:er4|天:tian1|早:zao3|上:shang4|，:|狄:di2|馬:ma3|從:cong2|垃:la1|圾:ji1|箱:xiang1|裏:li3|走:zou3|了:le|出:chu1|來:lai2|，:|但:dan4|卻:que4|發:fa1|現:xian4|自:zi4|己:ji3|全:quan2|身:shen1|的:de|衣:yi1|服:fu2|都:dou1|沾:zhan1|上:shang4|了:le|垃:la1|圾:ji1|的:de|臭:chou4|味:wei4|。:
12829,我們在河裏划著船逆流而上。,traditional,我:wo3|們:men|在:zai4|河:he2|裏:li3|划:hua4|著:zhu4|船:chuan2|逆:ni4|流:liu2|而:er2|上:shang4|。:
12830,我們討論那個問題討論了很久。,traditional,我:wo3|們:men|討:tao3|論:lun4|那:na4|個:ge4|問:wen4|題:ti2|討:tao3|論:lun4|了:le|很:hen3|久:jiu3|。:
12831,我住了一個星期的醫院。,traditional,我:wo3|住:zhu4|了:le|一:yi1|個:ge4|星:xing1|期:qi1|的:de|醫:yi1|院:yuan4|。:
12832,我們為村民提供了食物。,traditional,我:wo3|們:men|為:wei4|村:cun1|民:min2|提:ti2|供:gong1|了:le|食:shi2|物:wu4|。:
12833,我叫你的名字的時候，請你把手舉起來。,traditional,我:wo3|叫:jiao4|你:ni3|的:de|名:ming2|字:zi4|的:de|時:shi2|候:hou4|，:|請:qing3|你:ni3|把:ba3|手:shou3|舉:ju3|起:qi3|來:lai2|。:
12834,我有點話想跟你說。,traditional,我:wo3|有:you3|點:dian3|話:hua4|想:xiang3|跟:gen1|你:ni3|說:shuo1|。:
12835,你也許不知道，但是你在我心目中的地位是沒有人能夠替代的。,traditional,你:ni3|也:ye3|許:xu3|不:bu4|知:zhi1|道:dao4|，:|但:dan4|是:shi4|你:ni3|在:zai4|我:wo3|心:xin1|目:mu4|中:zhong1|的:de|地:di4|位:wei4|是:shi4|沒:mei2|有:you3|人:ren2|能:neng2|夠:gou4|替:ti4|代:dai4|的:de|。:
12836,是的，我马上来。,simplified,是:shi4|的:de|，:|我:wo3|马:ma3|上:shang4|来:lai2|。:
12837,你的朋友叫甚麼名字？,traditional,你:ni3|的:de|朋:peng2|友:you3|叫:jiao4|甚:shen2|麼:me|名:ming2|字:zi4|？:
12838,小說家說謊並不是不道德的事。其實，謊話說得愈離譜、愈有技巧，就愈會受到公眾和批評家的表揚。,traditional,小:xiao3|說:shuo1|家:jia1|說:shuo1|謊:huang3|並:bing4|不:bu2|是:shi4|不:bu4|道:dao4|德:de2|的:de|事:shi4|。:|其:qi2|實:shi2|，:|謊:huang3|話:hua4|說:shuo1|得:de2|愈:yu4|離:li2|譜:pu3|、:|愈:yu4|有:you3|技:ji4|巧:qiao3|，:|就:jiu4|愈:yu4|會:hui4|受:shou4|到:dao4|公:gong1|眾:zhong4|和:he2|批:pi1|評:ping2|家:jia1|的:de|表:biao3|揚:yang2|。:
12839,那个包是我的。,neutral,那:na4|个:ge|包:bao1|是:shi4|我:wo3|的:de|。:
12840,现在他做什么？,simplified,现:xian4|在:zai4|他:ta1|做:zuo4|什:shen2|么:me|？:
12841,我的六十岁的房东为什么买了一个蹦床？,simplified,我:wo3|的:de|六:liu4|十:shi2|岁:sui4|的:de|房:fang2|东:dong1|为:wei4|什:shen2|么:me|买:mai3|了:le|一:yi2|个:ge4|蹦:beng4|床:chuang2|？:
12842,你忙吗？,simplified,你:ni3|忙:mang2|吗:ma|？:
12843,你忙不忙？,neutral,你:ni3|忙:mang2|不:bu4|忙:mang2|？:
12844,实验证明了他的理论。,simplified,实:shi2|验:yan4|证:zheng4|明:ming2|了:le|他:ta1|的:de|理:li3|论:lun4|。:
12845,不要忘记明天6点来找我。,simplified,不:bu2|要:yao4|忘:wang4|记:ji4|明:ming2|天:tian1|6:|点:dian3|来:lai2|找:zhao3|我:wo3|。:
12846,這本書是用簡單的英文寫成的，初學者也可以看得懂。,traditional,這:zhe4|本:ben3|書:shu1|是:shi4|用:yong4|簡:jian3|單:dan1|的:de|英:ying1|文:wen2|寫:xie3|成:cheng2|的:de|，:|初:chu1|學:xue2|者:zhe3|也:ye3|可:ke3|以:yi3|看:kan4|得:de|懂:dong3|。:
12847,我們把門塗成了綠色。,traditional,我:wo3|們:men|把:ba3|門:men2|塗:tu2|成:cheng2|了:le|綠:lv4|色:se4|。:
12848,我想把阅读灯关了，行吗？,simplified,我:wo3|想:xiang3|把:ba3|阅:yue4|读:du2|灯:deng1|关:guan1|了:le|，:|行:xing2|吗:ma|？:
12849,不跟你讲话了！,simplified,不:bu4|跟:gen1|你:ni3|讲:jiang3|话:hua4|了:le|！:
12850,教育的最终目的是什么？,simplified,教:jiao4|育:yu4|的:de|最:zui4|终:zhong1|目:mu4|的:di4|是:shi4|什:shen2|么:me|？:
12851,您这么做很荒唐。,neutral,您:nin2|这:zhe4|么:me|做:zuo4|很:hen3|荒:huang1|唐:tang2|。:
12852,我们的花园布满了杂草。,simplified,我:wo3|们:men|的:de|花:hua1|园:yuan2|布:bu4|满:man3|了:le|杂:za2|草:cao3|。:
12853,试着逆水游吧。,simplified,试:shi4|着:zhe|逆:ni4|水:shui3|游:you2|吧:ba|。:
12854,我父亲会游泳但我母亲不会。,simplified,我:wo3|父:fu4|亲:qin1|会:hui4|游:you2|泳:yong3|但:dan4|我:wo3|母:mu3|亲:qin1|不:bu2|会:hui4|。:
12855,我想吃一道法国菜。,simplified,我:wo3|想:xiang3|吃:chi1|一:yi1|道:dao4|法:fa3|国:guo2|菜:cai4|。:
12856,谁教你们法语？,simplified,谁:shui2|教:jiao4|你:ni3|们:men|法:fa3|语:yu3|？:
12857,夜里游泳很危险。,simplified,夜:ye4|里:li3|游:you2|泳:yong3|很:hen3|危:wei1|险:xian3|。:
12858,这是他们家。,simplified,这:zhe4|是:shi4|他:ta1|们:men|家:jia1|。:
12859,洗您的脚。,neutral,洗:xi3|您:nin2|的:de|脚:jiao3|。:
12860,洗你的脚。,neutral,洗:xi3|你:ni3|的:de|脚:jiao3|。:
12861,路中间有一辆卡车。,simplified,路:lu4|中:zhong1|间:jian1|有:you3|一:yi1|辆:liang4|卡:ka3|车:che1|。:
12862,请来两杯奶咖。,simplified,请:qing3|来:lai2|两:liang3|杯:bei1|奶:nai3|咖:ka1|。:
12863,他洗车。,simplified,他:ta1|洗:xi3|车:che1|。:
12864,下次由我来开车。,simplified,下:xia4|次:ci4|由:you2|我:wo3|来:lai2|开:kai1|车:che1|。:
12865,印度是一个烹饪文化丰富的地区。,simplified,印:yin4|度:du4|是:shi4|一:yi2|个:ge4|烹:peng1|饪:ren4|文:wen2|化:hua4|丰:feng1|富:fu4|的:de|地:di4|区:qu1|。:
12866,这本书值得再看一遍。,simplified,这:zhe4|本:ben3|书:shu1|值:zhi2|得:de|再:zai4|看:kan4|一:yi1|遍:bian4|。:
12867,你只是做了你的功课。,simplified,你:ni3|只:zhi3|是:shi4|做:zuo4|了:le|你:ni3|的:de|功:gong1|课:ke4|。:
12868,有些人不喜欢把钱存银行。,simplified,有:you3|些:xie1|人:ren2|不:bu4|喜:xi3|欢:huan1|把:ba3|钱:qian2|存:cun2|银:yin2|行:hang2|。:
12869,我能为您做些什么吗？,simplified,我:wo3|能:neng2|为:wei4|您:nin2|做:zuo4|些:xie1|什:shen2|么:me|吗:ma|？:
12870,身体健康！,neutral,身:shen1|体:ti3|健:jian4|康:kang1|！:
12871,所有女人都该让她的丈夫做龟公。,simplified,所:suo3|有:you3|女:nv3|人:ren2|都:dou1|该:gai1|让:rang4|她:ta1|的:de|丈:zhang4|夫:fu1|做:zuo4|龟:gui1|公:gong1|。:
12872,所有女人都该让她的丈夫戴绿帽子。,simplified,所:suo3|有:you3|女:nv3|人:ren2|都:dou1|该:gai1|让:rang4|她:ta1|的:de|丈:zhang4|夫:fu1|戴:dai4|绿:lv4|帽:mao4|子:zi|。:
12873,你好。您想要什么吃的吗？,simplified,你:ni3|好:hao3|。:|您:nin2|想:xiang3|要:yao4|什:shen2|么:me|吃:chi1|的:de|吗:ma|？:
12874,经过银行，左边就是他的办公室了。,simplified,经:jing1|过:guo4|银:yin2|行:hang2|，:|左:zuo3|边:bian1|就:jiu4|是:shi4|他:ta1|的:de|办:ban4|公:gong1|室:shi4|了:le|。:
12875,我的表被偷了。,neutral,我:wo3|的:de|表:biao3|被:bei4|偷:tou1|了:le|。:
12876,他是我太太认识的一个人。,simplified,他:ta1|是:shi4|我:wo3|太:tai4|太:tai4|认:ren4|识:shi2|的:de|一:yi2|个:ge4|人:ren2|。:
12877,我想你读一下这封信。,simplified,我:wo3|想:xiang3|你:ni3|读:du2|一:yi1|下:xia4|这:zhe4|封:feng1|信:xin4|。:
12878,我有些东西要给你。,simplified,我:wo3|有:you3|些:xie1|东:dong1|西:xi1|要:yao4|给:gei3|你:ni3|。:
12879,这次交通事故中只有一个小男孩幸存了下来。,simplified,这:zhe4|次:ci4|交:jiao1|通:tong1|事:shi4|故:gu4|中:zhong1|只:zhi3|有:you3|一:yi2|个:ge4|小:xiao3|男:nan2|孩:hai2|幸:xing4|存:cun2|了:le|下:xia4|来:lai2|。:
12880,毕加索是一个有名的画家。,simplified,毕:bi4|加:jia1|索:suo3|是:shi4|一:yi2|个:ge4|有:you3|名:ming2|的:de|画:hua4|家:jia1|。:
12881,我老婆把瓶子打破了，把廚房弄得滿地都是牛奶。,traditional,我:wo3|老:lao3|婆:po2|把:ba3|瓶:ping2|子:zi|打:da3|破:po4|了:le|，:|把:ba3|廚:chu2|房:fang2|弄:nong4|得:de2|滿:man3|地:di4|都:dou1|是:shi4|牛:niu2|奶:nai3|。:
12882,等等，有人在敲我的門。,traditional,等:deng3|等:deng3|，:|有:you3|人:ren2|在:zai4|敲:qiao1|我:wo3|的:de|門:men2|。:
12883,你看，那邊正在冒煙，那棟大廈一定是失火了。,traditional,你:ni3|看:kan4|，:|那:na4|邊:bian1|正:zheng4|在:zai4|冒:mao4|煙:yan1|，:|那:na4|棟:dong4|大:da4|廈:sha4|一:yi2|定:ding4|是:shi4|失:shi1|火:huo3|了:le|。:
12884,德国和法国接壤。,simplified,德:de2|国:guo2|和:he2|法:fa3|国:guo2|接:jie1|壤:rang3|。:
12885,你的嘴唇軟綿綿的，就像仙人掌的表皮一樣。,traditional,你:ni3|的:de|嘴:zui3|唇:chun2|軟:ruan3|綿:mian2|綿:mian2|的:de|，:|就:jiu4|像:xiang4|仙:xian1|人:ren2|掌:zhang3|的:de|表:biao3|皮:pi2|一:yi1|樣:yang4|。:
12886,他們正在洗手。,traditional,他:ta1|們:men|正:zheng4|在:zai4|洗:xi3|手:shou3|。:
12887,老師把學生狠狠地罵了一頓。,traditional,老:lao3|師:shi1|把:ba3|學:xue2|生:sheng1|狠:hen3|狠:hen3|地:di4|罵:ma4|了:le|一:yi1|頓:dun4|。:
12888,我感冒了。,neutral,我:wo3|感:gan3|冒:mao4|了:le|。:
12889,这个人是谁？,simplified,这:zhe4|个:ge|人:ren2|是:shi4|谁:shui2|？:
12890,那条黄瓜多长啊！,simplified,那:na4|条:tiao2|黄:huang2|瓜:gua1|多:duo1|长:zhang3|啊:a|！:
12891,我觉得很热。,simplified,我:wo3|觉:jue2|得:de|很:hen3|热:re4|。:
12892,你有没有缝衣针？,simplified,你:ni3|有:you3|没:mei2|有:you3|缝:feng2|衣:yi1|针:zhen1|？:
12893,我去那里不是为了死亡。我去那里是为了生活。,simplified,我:wo3|去:qu4|那:na4|里:li3|不:bu2|是:shi4|为:wei4|了:le|死:si3|亡:wang2|。:|我:wo3|去:qu4|那:na4|里:li3|是:shi4|为:wei4|了:le|生:sheng1|活:huo2|。:
12894,你为什么学英文？,simplified,你:ni3|为:wei4|什:shen2|么:me|学:xue2|英:ying1|文:wen2|？:
12895,我上個星期忙得一點休息的時間也沒有。,traditional,我:wo3|上:shang4|個:ge4|星:xing1|期:qi1|忙:mang2|得:de2|一:yi1|點:dian3|休:xiu1|息:xi1|的:de|時:shi2|間:jian1|也:ye3|沒:mei2|有:you3|。:
12896,一直等了好幾個小時，才有人來救我們。,traditional,一:yi4|直:zhi2|等:deng3|了:le|好:hao3|幾:ji3|個:ge4|小:xiao3|時:shi2|，:|才:cai2|有:you3|人:ren2|來:lai2|救:jiu4|我:wo3|們:men|。:
12897,她臉上的笑容，代表她已經原諒我了。,traditional,她:ta1|臉:lian3|上:shang4|的:de|笑:xiao4|容:rong2|，:|代:dai4|表:biao3|她:ta1|已:yi3|經:jing1|原:yuan2|諒:liang4|我:wo3|了:le|。:
12898,我打算每天花幾個小時來學英文。,traditional,我:wo3|打:da3|算:suan4|每:mei3|天:tian1|花:hua1|幾:ji3|個:ge4|小:xiao3|時:shi2|來:lai2|學:xue2|英:ying1|文:wen2|。:
12899,我們養的母雞昨天生了很多蛋。,traditional,我:wo3|們:men|養:yang3|的:de|母:mu3|雞:ji1|昨:zuo2|天:tian1|生:sheng1|了:le|很:hen3|多:duo1|蛋:dan4|。:
12900,我把前一天才買的照相機弄不見了。,traditional,我:wo3|把:ba3|前:qian2|一:yi1|天:tian1|才:cai2|買:mai3|的:de|照:zhao4|相:xiang4|機:ji1|弄:nong4|不:bu4|見:jian4|了:le|。:
12901,他牢牢地抓住了她的手臂。,neutral,他:ta1|牢:lao2|牢:lao2|地:di4|抓:zhua1|住:zhu4|了:le|她:ta1|的:de|手:shou3|臂:bi4|。:
12902,這年對他來說是幸運的一年。,traditional,這:zhe4|年:nian2|對:dui4|他:ta1|來:lai2|說:shuo1|是:shi4|幸:xing4|運:yun4|的:de|一:yi1|年:nian2|。:
12903,如果不下雨的話，你可以去踏單車。,traditional,如:ru2|果:guo3|不:bu4|下:xia4|雨:yu3|的:de|話:hua4|，:|你:ni3|可:ke3|以:yi3|去:qu4|踏:ta4|單:dan1|車:che1|。:
12904,Windows系统下需要插件，不然没办法读取文件。,simplified,Windows:|系:xi4|统:tong3|下:xia4|需:xu1|要:yao4|插:cha1|件:jian4|，:|不:bu4|然:ran2|没:mei2|办:ban4|法:fa3|读:du2|取:qu3|文:wen2|件:jian4|。:
12905,全班都通过了考试。,simplified,全:quan2|班:ban1|都:dou1|通:tong1|过:guo4|了:le|考:kao3|试:shi4|。:
12906,他邀请我去他家。,simplified,他:ta1|邀:yao1|请:qing3|我:wo3|去:qu4|他:ta1|家:jia1|。:
12907,我希望下次能唱得好一点。,neutral,我:wo3|希:xi1|望:wang4|下:xia4|次:ci4|能:neng2|唱:chang4|得:de2|好:hao3|一:yi4|点:dian3|。:
12908,我看完了这本书。,simplified,我:wo3|看:kan4|完:wan2|了:le|这:zhe4|本:ben3|书:shu1|。:
12909,他们在乡村安定了下来。,simplified,他:ta1|们:men|在:zai4|乡:xiang1|村:cun1|安:an1|定:ding4|了:le|下:xia4|来:lai2|。:
12910,他的耐心已经到了极限。,simplified,他:ta1|的:de|耐:nai4|心:xin1|已:yi3|经:jing1|到:dao4|了:le|极:ji2|限:xian4|。:
12911,如果我有更多的钱，我就可以搬进一个更大的房子了。,simplified,如:ru2|果:guo3|我:wo3|有:you3|更:geng4|多:duo1|的:de|钱:qian2|，:|我:wo3|就:jiu4|可:ke3|以:yi3|搬:ban1|进:jin4|一:yi2|个:ge4|更:geng4|大:da4|的:de|房:fang2|子:zi|了:le|。:
12912,从他大学毕业后，他就一直致力于原子能的研究。,simplified,从:cong2|他:ta1|大:da4|学:xue2|毕:bi4|业:ye4|后:hou4|，:|他:ta1|就:jiu4|一:yi4|直:zhi2|致:zhi4|力:li4|于:yu2|原:yuan2|子:zi3|能:neng2|的:de|研:yan2|究:jiu1|。:
12913,给我个例子。,simplified,给:gei3|我:wo3|个:ge4|例:li4|子:zi|。:
12914,他给他的母亲写信。,simplified,他:ta1|给:gei3|他:ta1|的:de|母:mu3|亲:qin1|写:xie3|信:xin4|。:
12915,她决定出国了。,simplified,她:ta1|决:jue2|定:ding4|出:chu1|国:guo2|了:le|。:
12916,男孩睡了10小时。,neutral,男:nan2|孩:hai2|睡:shui4|了:le|10:|小:xiao3|时:shi2|。:
12917,老实说，这部小说不太有意思。,simplified,老:lao3|实:shi2|说:shuo1|，:|这:zhe4|部:bu4|小:xiao3|说:shuo1|不:bu4|太:tai4|有:you3|意:yi4|思:si|。:
12918,我想要你的一张照片。,simplified,我:wo3|想:xiang3|要:yao4|你:ni3|的:de|一:yi1|张:zhang1|照:zhao4|片:pian1|。:
12919,我无法区分青蛙和蟾蜍。,neutral,我:wo3|无:wu2|法:fa3|区:qu1|分:fen1|青:qing1|蛙:wa1|和:he2|蟾:chan2|蜍:chu2|。:
12920,我家离火车站很近。,simplified,我:wo3|家:jia1|离:li2|火:huo3|车:che1|站:zhan4|很:hen3|近:jin4|。:
12921,他把他的双手深深地插进了口袋。,simplified,他:ta1|把:ba3|他:ta1|的:de|双:shuang1|手:shou3|深:shen1|深:shen1|地:di4|插:cha1|进:jin4|了:le|口:kou3|袋:dai4|。:
12922,他把手插进了口袋。,simplified,他:ta1|把:ba3|手:shou3|插:cha1|进:jin4|了:le|口:kou3|袋:dai4|。:
12923,他把他的手插进了口袋。,simplified,他:ta1|把:ba3|他:ta1|的:de|手:shou3|插:cha1|进:jin4|了:le|口:kou3|袋:dai4|。:
12924,帽子是您的。,neutral,帽:mao4|子:zi|是:shi4|您:nin2|的:de|。:
12925,多好的主意啊！,neutral,多:duo1|好:hao3|的:de|主:zhu3|意:yi4|啊:a|！:
12926,他是我的朋友。,neutral,他:ta1|是:shi4|我:wo3|的:de|朋:peng2|友:you3|。:
12927,我是个翻译。,simplified,我:wo3|是:shi4|个:ge4|翻:fan1|译:yi4|。:
12928,如果你喜歡吃海鮮的話，你就來對地方了！,traditional,如:ru2|果:guo3|你:ni3|喜:xi3|歡:huan1|吃:chi1|海:hai3|鮮:xian1|的:de|話:hua4|，:|你:ni3|就:jiu4|來:lai2|對:dui4|地:di4|方:fang1|了:le|！:
12929,我們創作一套自己的語言出來吧，這樣就不會有人明白我們在說甚麼了！,traditional,我:wo3|們:men|創:chuang4|作:zuo4|一:yi1|套:tao4|自:zi4|己:ji3|的:de|語:yu3|言:yan2|出:chu1|來:lai2|吧:ba|，:|這:zhe4|樣:yang4|就:jiu4|不:bu4|會:hui4|有:you3|人:ren2|明:ming2|白:bai2|我:wo3|們:men|在:zai4|說:shuo1|甚:shen2|麼:me|了:le|！:
12930,「我得買點新衣服了，」狄馬想。,traditional,「:|我:wo3|得:de2|買:mai3|點:dian3|新:xin1|衣:yi1|服:fu2|了:le|，:|」:|狄:di2|馬:ma3|想:xiang3|。:
12931,幸好，在狄馬睡覺的小巷外面，剛好有一家阿瑪尼。,traditional,幸:xing4|好:hao3|，:|在:zai4|狄:di2|馬:ma3|睡:shui4|覺:jue2|的:de|小:xiao3|巷:xiang4|外:wai4|面:mian4|，:|剛:gang1|好:hao3|有:you3|一:yi1|家:jia1|阿:a1|瑪:ma3|尼:ni2|。:
12932,我用吸塵機把地上的灰塵吸掉了。,traditional,我:wo3|用:yong4|吸:xi1|塵:chen2|機:ji1|把:ba3|地:di4|上:shang4|的:de|灰:hui1|塵:chen2|吸:xi1|掉:diao4|了:le|。:
12933,她買了一些布料，打算為自己做一條裙子。,traditional,她:ta1|買:mai3|了:le|一:yi1|些:xie1|布:bu4|料:liao4|，:|打:da3|算:suan4|為:wei4|自:zi4|己:ji3|做:zuo4|一:yi1|條:tiao2|裙:qun2|子:zi|。:
12934,我想買點阿司匹林。,traditional,我:wo3|想:xiang3|買:mai3|點:dian3|阿:a1|司:si1|匹:pi3|林:lin2|。:
12935,他学会了游泳。,simplified,他:ta1|学:xue2|会:hui4|了:le|游:you2|泳:yong3|。:
12936,如果他整天都在說「我愛你」，那就是代表他根本不是真心的。,traditional,如:ru2|果:guo3|他:ta1|整:zheng3|天:tian1|都:dou1|在:zai4|說:shuo1|「:|我:wo3|愛:ai4|你:ni3|」:|，:|那:na4|就:jiu4|是:shi4|代:dai4|表:biao3|他:ta1|根:gen1|本:ben3|不:bu2|是:shi4|真:zhen1|心:xin1|的:de|。:
12937,你知道顯微鏡和望遠鏡有甚麼分別嗎？,traditional,你:ni3|知:zhi1|道:dao4|顯:xian3|微:wei1|鏡:jing4|和:he2|望:wang4|遠:yuan3|鏡:jing4|有:you3|甚:shen2|麼:me|分:fen1|別:bie2|嗎:ma|？:
12938,他完全不會游泳，但卻是一個滑雪高手。,traditional,他:ta1|完:wan2|全:quan2|不:bu4|會:hui4|游:you2|泳:yong3|，:|但:dan4|卻:que4|是:shi4|一:yi1|個:ge4|滑:hua2|雪:xue3|高:gao1|手:shou3|。:
12939,繼續說你的故事吧。,traditional,繼:ji4|續:xu4|說:shuo1|你:ni3|的:de|故:gu4|事:shi4|吧:ba|。:
12940,他剩下的時間已經不多了。,traditional,他:ta1|剩:sheng4|下:xia4|的:de|時:shi2|間:jian1|已:yi3|經:jing1|不:bu4|多:duo1|了:le|。:
12941,東京去年舉行的現代藝術展，我全都去過了。,traditional,東:dong1|京:jing1|去:qu4|年:nian2|舉:ju3|行:xing2|的:de|現:xian4|代:dai4|藝:yi4|術:shu4|展:zhan3|，:|我:wo3|全:quan2|都:dou1|去:qu4|過:guo4|了:le|。:
12942,不好意思，我把方向搞錯了。,traditional,不:bu4|好:hao3|意:yi4|思:si1|，:|我:wo3|把:ba3|方:fang1|向:xiang4|搞:gao3|錯:cuo4|了:le|。:
12943,她完全沒有方向感，很容易便會迷路。,traditional,她:ta1|完:wan2|全:quan2|沒:mei2|有:you3|方:fang1|向:xiang4|感:gan3|，:|很:hen3|容:rong2|易:yi4|便:bian4|會:hui4|迷:mi2|路:lu4|。:
12944,天氣很寒冷，雨也很多。,traditional,天:tian1|氣:qi4|很:hen3|寒:han2|冷:leng3|，:|雨:yu3|也:ye3|很:hen3|多:duo1|。:
12945,他問我那幅畫是誰畫的。,traditional,他:ta1|問:wen4|我:wo3|那:na4|幅:fu2|畫:hua4|是:shi4|誰:shui2|畫:hua4|的:de|。:
12946,他一直好好的，卻突然死去了。未來的事情，實在是無法預知的。,traditional,他:ta1|一:yi4|直:zhi2|好:hao3|好:hao3|的:de|，:|卻:que4|突:tu1|然:ran2|死:si3|去:qu4|了:le|。:|未:wei4|來:lai2|的:de|事:shi4|情:qing2|，:|實:shi2|在:zai4|是:shi4|無:wu2|法:fa3|預:yu4|知:zhi1|的:de|。:
12947,智子邀請了朋友來參加她的派對。,traditional,智:zhi4|子:zi|邀:yao1|請:qing3|了:le|朋:peng2|友:you3|來:lai2|參:can1|加:jia1|她:ta1|的:de|派:pai4|對:dui4|。:
12948,我對她做了一個手勢，叫她坐下。,traditional,我:wo3|對:dui4|她:ta1|做:zuo4|了:le|一:yi1|個:ge4|手:shou3|勢:shi4|，:|叫:jiao4|她:ta1|坐:zuo4|下:xia4|。:
12949,除了乘船，就沒有其他方法可以到達那個島了。,traditional,除:chu2|了:le|乘:cheng2|船:chuan2|，:|就:jiu4|沒:mei2|有:you3|其:qi2|他:ta1|方:fang1|法:fa3|可:ke3|以:yi3|到:dao4|達:da2|那:na4|個:ge4|島:dao3|了:le|。:
12950,我很想念我小學的老師。,traditional,我:wo3|很:hen3|想:xiang3|念:nian4|我:wo3|小:xiao3|學:xue2|的:de|老:lao3|師:shi1|。:
12951,婚禮會在星期六舉行。,traditional,婚:hun1|禮:li3|會:hui4|在:zai4|星:xing1|期:qi1|六:liu4|舉:ju3|行:xing2|。:
12952,一項估計顯示，今年的鋼鉄產量將會達到一億噸。,traditional,一:yi1|項:xiang4|估:gu1|計:ji4|顯:xian3|示:shi4|，:|今:jin1|年:nian2|的:de|鋼:gang1|鉄:zhi2|產:chan3|量:liang4|將:jiang1|會:hui4|達:da2|到:dao4|一:yi1|億:yi4|噸:dun1|。:
12953,我覺得這張桌子低了點。,traditional,我:wo3|覺:jue2|得:de2|這:zhe4|張:zhang1|桌:zhuo1|子:zi|低:di1|了:le|點:dian3|。:
12954,他救了那個遇溺的男孩，但卻犠牲了自己的生命。,traditional,他:ta1|救:jiu4|了:le|那:na4|個:ge4|遇:yu4|溺:ni4|的:de|男:nan2|孩:hai2|，:|但:dan4|卻:que4|犠:xi1|牲:sheng1|了:le|自:zi4|己:ji3|的:de|生:sheng1|命:ming4|。:
12955,從嚴格的科學觀點來看，歷史不能算是一門科學。,traditional,從:cong2|嚴:yan2|格:ge2|的:de|科:ke1|學:xue2|觀:guan1|點:dian3|來:lai2|看:kan4|，:|歷:li4|史:shi3|不:bu4|能:neng2|算:suan4|是:shi4|一:yi1|門:men2|科:ke1|學:xue2|。:
