id,char,codepoint,pinyins_tone3,pinyins_display,gloss_en,examples
4781,悬,U+60AC,xuan2,xuán,to hang or suspend,中苏解决悬案大纲协定|倒悬|倒悬之危
4782,悭,U+60AD,qian1,qiān,stingy,悭俭|悭吝|知悭识俭
4783,悮,U+60AE,wu4,wù,to impede,
4784,悯,U+60AF,min3,mǐn,to sympathize; to pity; to feel compassion for,哀悯|悲天悯人|悲悯
4785,悰,U+60B0,cong2,cóng,joy,
4786,悱,U+60B1,fei3,fěi,to want to articulate one's thoughts but be unable to,不悱不發|不悱不发|纏綿悱惻
4787,悲,U+60B2,bei1,bēi,sad,不以物喜，不以己悲|假慈悲|傷悲
4788,悳,U+60B3,de2,dé,variant of 德[de2],
4789,悴,U+60B4,cui4,cuì,haggard,憔悴
4790,悵,U+60B5,chang4,chàng,regretful; upset; despairing; depressed,悵悵然|悵惘|悵然
4791,悶,U+60B6,men4|men1,mèn|mēn,stuffy,悶屁|悶悶不樂|悶熱
4792,悷,U+60B7,li4,lì,sorrowful,
4793,悸,U+60B8,ji4,jì,to palpitate,心悸|心有餘悸|心有余悸
4794,悹,U+60B9,guan4,guàn,,
4795,悺,U+60BA,guan4,guàn,,
4796,悻,U+60BB,xing4,xìng,angry,悻悻|悻然
4797,悼,U+60BC,dao4,dào,to mourn,傷悼|伤悼|哀悼
4798,悽,U+60BD,qi1|qi4,qī|qì,variant of 淒|凄[qi1],悲悽|悽哀|悽惻
4799,悾,U+60BE,kong1|kong3,kōng|kǒng,simple-minded,
4800,悿,U+60BF,tian3,tiǎn,,
4801,惀,U+60C0,lun2|lun4,lún|lùn,,
4802,惁,U+60C1,xi1,xī,,
4803,惂,U+60C2,kan3,kǎn,,
4804,惃,U+60C3,gun3,gǔn,,
4805,惄,U+60C4,ni4,nì,distressed,
4806,情,U+60C5,qing2,qíng,(bound form) feelings; emotion; sentiment; passion,一夜情|一廂情願|一厢情愿
4807,惆,U+60C6,chou2|qiu1|dao1,chóu|qiū|dāo,forlorn,惆悵|惆怅|惆悵若失
4808,惇,U+60C7,dun1,dūn,kindhearted,
4809,惈,U+60C8,guo3,guǒ,courageous,
4810,惉,U+60C9,zhan1,zhān,,
4811,惊,U+60CA,jing1|liang2,jīng|liáng,to startle,一夕数惊|一惊一乍|一鸣惊人
4812,惋,U+60CB,wan3,wǎn,to sigh in regret or pity,惋惜|淒惋|凄惋
4813,惌,U+60CC,yuan1|wan3|yu4,yuān|wǎn|yù,to bear a grudge against,
4814,惍,U+60CD,jin1,jīn,,
4815,惎,U+60CE,ji4,jì,injure,
4816,惏,U+60CF,lan2|lin2,lán|lín,old variant of 婪[lan2],
4817,惐,U+60D0,yu4|xu4,yù|xù,,
4818,惑,U+60D1,huo4,huò,to confuse,不惑|人非生而知之者，孰能無惑|人非生而知之者，孰能无惑
4819,惒,U+60D2,he2,hé,old variant of 和[he2],
4820,惓,U+60D3,quan2|juan4,quán|juàn,earnest,惓惓
4821,惔,U+60D4,tan2|dan4,tán|dàn,to burn,
4822,惕,U+60D5,ti4,tì,fearful,怵惕|惕然|朝乾夕惕
4823,惖,U+60D6,ti4,tì,,
4824,惗,U+60D7,nie4,niè,,
4825,惘,U+60D8,wang3,wǎng,disappointed,悵惘|怅惘|惘然
4826,惙,U+60D9,chuo4|chui4,chuò|chuì,mournful,綿惙|绵惙
4827,惚,U+60DA,hu1,hū,used in 恍惚[huang3 hu1],心神恍惚|恍惚|神思恍惚
4828,惛,U+60DB,hun1|hun3|men4,hūn|hǔn|mèn,confused,惛耄
4829,惜,U+60DC,xi1,xī,to cherish,不惜|不惜一戰|不惜一战
4830,惝,U+60DD,chang3|tang3,chǎng|tǎng,disappointed,惝恍|迷離惝恍|迷离惝恍
4831,惞,U+60DE,xin1,xīn,,
4832,惟,U+60DF,wei2|wei3,wéi|wěi,-ism,不惟|伏惟|思惟
4833,惠,U+60E0,hui4,huì,surname Hui,互惠|互惠生|仁惠
4834,惡,U+60E1,e4|wu4|wu1|e3|hu1,è|wù|wū|ě|hū,used in 惡心|恶心[e3 xin1],不念舊惡|二惡英|交惡
4835,惢,U+60E2,suo3|rui3,suǒ|ruǐ,,
4836,惣,U+60E3,zong3,zǒng,,
4837,惤,U+60E4,jian1,jiān,,
4838,惥,U+60E5,yong3,yǒng,old variant of 恿[yong3],
4839,惦,U+60E6,dian4,diàn,to think of,不怕賊偷就怕賊惦記|不怕贼偷就怕贼惦记|惦念
4840,惧,U+60E7,ju4,jù,to fear,危惧|同性恋恐惧症|坦然无惧
4841,惨,U+60E8,can3,cǎn,miserable,伤心惨目|四一二惨案|悲惨
4842,惩,U+60E9,cheng2,chéng,to punish,劝善惩恶|严惩|严惩不贷
4843,惪,U+60EA,de2,dé,variant of 德[de2],
4844,惫,U+60EB,bei4,bèi,exhausted,惫倦|惫懒|惫赖
4845,惬,U+60EC,qie4,qiè,variant of 愜|惬[qie4],惬意
4846,惭,U+60ED,can2,cán,variant of 慚|惭[can2],大言不惭|惭愧|羞惭
4847,惮,U+60EE,dan4,dàn,dread,不惮|忌惮|肆无忌惮
4848,惯,U+60EF,guan4,guàn,accustomed to,司空见惯|娇惯|娇生惯养
4849,惰,U+60F0,duo4|tuo2,duò|tuó,lazy,偷惰|嬌惰|娇惰
4850,惱,U+60F1,nao3,nǎo,to get angry,可惱|惱人|惱怒
4851,惲,U+60F2,yun4,yùn,surname Yun,
4852,想,U+60F3,xiang3,xiǎng,to think (about),不堪設想|不堪设想|不想
4853,惴,U+60F4,zhui4|chuan3|gua4,zhuì|chuǎn|guà,anxious,惴惴不安
4854,惵,U+60F5,die2|tie1,dié|tiē,,
4855,惶,U+60F6,huang2,huáng,(bound form) fear; dread; anxiety; trepidation,人心惶惶|倉惶|仓惶
4856,惷,U+60F7,chun3,chǔn,variant of 蠢[chun3],
4857,惸,U+60F8,qiong2,qióng,variant of 煢|茕[qiong2],
4858,惹,U+60F9,re3|ruo4,rě|ruò,to provoke,不好惹|好惹|娘惹
4859,惺,U+60FA,xing1,xīng,(literary) to come to one's senses; to awaken,假惺惺|惺忪|惺惺
4860,惻,U+60FB,ce4,cè,sorrowful,悲惻|悽惻|惻怛之心
4861,惼,U+60FC,bian3,biǎn,,
4862,惽,U+60FD,min3|hun1,mǐn|hūn,,
4863,惾,U+60FE,zong1,zōng,,
4864,惿,U+60FF,ti2|shi4,tí|shì,,
4865,愀,U+6100,qiao3|qiu4,qiǎo|qiù,change countenance,
4866,愁,U+6101,chou2|qiao3|jiu1,chóu|qiǎo|jiū,to worry about,借酒澆愁|借酒浇愁|債多不愁
4867,愂,U+6102,bei4,bèi,,
4868,愃,U+6103,xuan1,xuān,well-being,
4869,愄,U+6104,wei1,wēi,,
4870,愅,U+6105,ge2,gé,,
4871,愆,U+6106,qian1,qiān,fault,愆尤|愆期|罪愆
4872,愇,U+6107,wei3,wěi,,
4873,愈,U+6108,yu4,yù,the more...(the more...),不治而愈|全愈|愈來愈
4874,愉,U+6109,yu2|tou1|yu3,yú|tōu|yǔ,pleased,不愉快|恬愉|愉快
4875,愊,U+610A,bi4,bì,melancholy,
4876,愋,U+610B,xuan1,xuān,,
4877,愌,U+610C,huan4,huàn,,
4878,愍,U+610D,min3|fen1,mǐn|fēn,variant of 憫|悯[min3],
4879,愎,U+610E,bi4,bì,perverse,剛愎|刚愎|剛愎自用
4880,意,U+610F,yi4|yi1,yì|yī,Italy; Italian (abbr. for 意大利[Yi4 da4 li4]),一心一意|一意|一意孤行
4881,愐,U+6110,mian3,miǎn,shy,
4882,愑,U+6111,yong3,yǒng,variant of 悀[yong3],
4883,愒,U+6112,kai4|qi4|he4,kài|qì|hè,to desire,
4884,愓,U+6113,dang4|shang1|tang2|yang2,dàng|shāng|táng|yáng,profligate,
4885,愔,U+6114,yin1,yīn,peaceful,
4886,愕,U+6115,e4,è,startled,愕然|錯愕|错愕
4887,愖,U+6116,chen2|dan1|xin4,chén|dān|xìn,,
4888,愗,U+6117,mao4,mào,,
4889,愘,U+6118,qia4|qia1|ke4,qià|qiā|kè,,
4890,愙,U+6119,ke4,kè,variant of 恪[ke4],
4891,愚,U+611A,yu2,yú,to be stupid,先天愚型|大勇若怯，大智若愚|大愚
4892,愛,U+611B,ai4,ài,to love; to be fond of; to like,三自愛國教會|三角戀愛|中國天主教愛國會
4893,愜,U+611C,qie4,qiè,(literary) satisfied; content,愜意
4894,愝,U+611D,yan3,yǎn,,
4895,愞,U+611E,nuo4,nuò,,
4896,感,U+611F,gan3|han4,gǎn|hàn,to feel,上呼吸道感染|交叉感染|交感神經
4897,愠,U+6120,yun4|yun3|wen3,yùn|yǔn|wěn,indignant,不愠不火|愠怒
4898,愡,U+6121,zong3,zǒng,,
4899,愢,U+6122,sai1|si1|si3,sāi|sī|sǐ,,
4900,愣,U+6123,leng4,lèng,to look distracted,二愣子|傻不愣登|傻愣愣
4901,愤,U+6124,fen4,fèn,indignant,不愤不启|公愤|怨愤
4902,愥,U+6125,ying1,yīng,,
4903,愦,U+6126,kui4,kuì,confused,
4904,愧,U+6127,kui4,kuì,old variant of 愧[kui4],不愧|不愧下學|不愧下学
4905,愨,U+6128,que4,què,honest,
4906,愩,U+6129,gong1|gong4|hong3,gōng|gòng|hǒng,,
4907,愪,U+612A,yun2,yún,,
4908,愫,U+612B,su4,sù,guileless,情愫
4909,愬,U+612C,su4|se4,sù|sè,variant of 訴|诉[su4],
4910,愭,U+612D,qi2,qí,(literary) deferential,
4911,愮,U+612E,yao2|yao4,yáo|yào,"distressed, agitated",
4912,愯,U+612F,song3,sǒng,old variant of 悚[song3],
4913,愰,U+6130,huang4|huang3,huàng|huǎng,,
4914,愱,U+6131,ji2,jí,,
4915,愲,U+6132,gu3,gǔ,,
4916,愳,U+6133,ju4,jù,,
4917,愴,U+6134,chuang4|chuang3,chuàng|chuǎng,mournful,悲愴|悽愴
4918,愵,U+6135,ni4,nì,,
4919,愶,U+6136,xie2,xié,,
4920,愷,U+6137,kai3,kǎi,joyful,愷弟|愷徹|愷悌
4921,愸,U+6138,zheng3,zhěng,,
4922,愹,U+6139,yong3,yǒng,,
4923,愺,U+613A,cao3,cǎo,,
4924,愻,U+613B,xun4,xùn,,
4925,愼,U+613C,shen4,shèn,variant of 慎[shen4],
4926,愽,U+613D,bo2,bó,old variant of 博[bo2],
4927,愾,U+613E,kai4|xi4|qi4,kài|xì|qì,anger,同仇敵愾|敵愾
4928,愿,U+613F,yuan4,yuàn,honest and prudent,一厢情愿|一相情愿|不情愿
4929,慀,U+6140,xi4|xie2,xì|xié,,
4930,慁,U+6141,hun4,hùn,confused,
4931,慂,U+6142,yong3,yǒng,old variant of 恿[yong3],
4932,慃,U+6143,yang3,yǎng,,
4933,慄,U+6144,li4,lì,(literary) cold; chilly,不寒而慄|悸慄|慄然
4934,慅,U+6145,sao1|cao3,sāo|cǎo,agitated,
4935,慆,U+6146,tao1,tāo,rejoice,
4936,慇,U+6147,yin1,yīn,solicitous,
4937,慈,U+6148,ci2,cí,compassionate,京都念慈菴|京都念慈庵|仁慈
4938,慉,U+6149,xu4|chu4,xù|chù,to foster,
4939,慊,U+614A,qian4|qie4|xian2|qian3,qiàn|qiè|xián|qiǎn,dissatisfied,
4940,態,U+614B,tai4,tài,(bound form),一反常態|三江生態旅遊區|不在狀態
4941,慌,U+614C,huang1|huang3|huang,huāng|huǎng|huang,to get panicky; to lose one's head,不慌不忙|心慌|心慌意亂
4942,慍,U+614D,yun4,yùn,indignant,不慍不火|慍怒
4943,慎,U+614E,shen4|zhen4,shèn|zhèn,careful,一著不慎，滿盤皆輸|一着不慎，满盘皆输|不慎
4944,慏,U+614F,ming3,mǐng,,
4945,慐,U+6150,gong,gong,,
4946,慑,U+6151,she4,shè,variant of 懾|慑[she4],威慑|威慑力量|慑人
4947,慒,U+6152,cong2|cao2,cóng|cáo,,
4948,慓,U+6153,piao1|piao4,piāo|piào,,
4949,慔,U+6154,mu4,mù,,
4950,慕,U+6155,mu4,mù,to admire,久慕|仰慕|企慕
4951,慖,U+6156,guo2,guó,,
4952,慗,U+6157,chi4,chì,,
4953,慘,U+6158,can3,cǎn,miserable,傷心慘目|四一二慘案|悲慘
4954,慙,U+6159,can2,cán,variant of 慚|惭[can2],
4955,慚,U+615A,can2,cán,ashamed,大言不慚|慚愧|羞慚
4956,慛,U+615B,cui1,cuī,,
4957,慜,U+615C,min3,mǐn,clever,
4958,慝,U+615D,te4|ni4,tè|nì,evil thought,
4959,慞,U+615E,zhang1,zhāng,,
4960,慟,U+615F,tong4,tòng,grief,哀慟|悲慟
4961,慠,U+6160,ao4|ao2,ào|áo,,
4962,慡,U+6161,shuang3,shuǎng,,
4963,慢,U+6162,man4|man2,màn|mán,slow,不怕慢，就怕站|不緊不慢|不紧不慢
4964,慣,U+6163,guan4,guàn,accustomed to,司空見慣|嬌慣|嬌生慣養
4965,慤,U+6164,que4,què,honest,
4966,慥,U+6165,zao4|cao4,zào|cào,sincere,
4967,慦,U+6166,jiu4,jiù,,
4968,慧,U+6167,hui4,huì,intelligent,人工智慧|大智慧|妙智慧
4969,慨,U+6168,kai3,kǎi,old variant of 慨[kai3],感慨|慨嘆|慨叹
4970,慩,U+6169,lian2,lián,,
4971,慪,U+616A,ou4|ou1,òu|ōu,to annoy,慪氣
4972,慫,U+616B,song3,sǒng,variant of 㞞|𪨊[song2],慫恿
4973,慬,U+616C,qin2|jin4|jin3,qín|jìn|jǐn,(literary) brave,
4974,慭,U+616D,yin4,yìn,(literary) to wish; to prefer to,
4975,慮,U+616E,lv4|lv2,lǜ|lǘ,to think over,不足為慮|人無遠慮，必有近憂|充分考慮
4976,慯,U+616F,shang1,shāng,,
4977,慰,U+6170,wei4,wèi,to comfort,健慰器|勸慰|劝慰
4978,慱,U+6171,tuan2,tuán,sad,
4979,慲,U+6172,man2,mán,,
4980,慳,U+6173,qian1|xian2,qiān|xián,stingy,慳儉|慳吝|知慳識儉
4981,慴,U+6174,she4|zhe2,shè|zhé,variant of 懾|慑[she4],
4982,慵,U+6175,yong1,yōng,lethargic,慵懶|慵懒
4983,慶,U+6176,qing4|qing1|qiang1,qìng|qīng|qiāng,to celebrate,劉義慶|吉慶|周年慶
4984,慷,U+6177,kang1,kāng,used in 慷慨[kang1 kai3],慷慨|慷慨捐生|慷慨激昂
4985,慸,U+6178,di4|chi4,dì|chì,,
4986,慹,U+6179,zhi2|zhe2,zhí|zhé,,
4987,慺,U+617A,lou2|lv3,lóu|lǚ,,
4988,慻,U+617B,juan4,juàn,,
4989,慼,U+617C,qi1,qī,variant of 戚[qi1],慼慼
4990,慽,U+617D,qi1,qī,variant of 慼|戚[qi1],
4991,慾,U+617E,yu4,yù,desire,利慾|利慾心|利慾薰心
4992,慿,U+617F,ping2,píng,old variant of 憑|凭[ping2],
4993,憀,U+6180,liao2,liáo,to rely on,
4994,憁,U+6181,cong4|song1,còng|sōng,,
4995,憂,U+6182,you1,yōu,to worry,一則以喜，一則以憂|丁憂|人無遠慮，必有近憂
4996,憃,U+6183,chong1,chōng,foolish; stupid; dull; silly,
4997,憄,U+6184,zhi4,zhì,,
4998,憅,U+6185,tong4,tòng,,
4999,憆,U+6186,cheng1,chēng,,
5000,憇,U+6187,qi4,qì,variant of 憩[qi4],
5001,憈,U+6188,qu1,qū,,
5002,憉,U+6189,peng2,péng,,
5003,憊,U+618A,bei4,bèi,exhausted,憊倦|憊懶|憊賴
5004,憋,U+618B,bie1,biē,to choke,憋不住|憋尿|憋屈
5005,憌,U+618C,qiong2,qióng,,
5006,憍,U+618D,jiao1,jiāo,arrogant,
5007,憎,U+618E,zeng1,zēng,to detest,人憎狗厭|人憎狗厌|人憎狗嫌
5008,憏,U+618F,chi4,chì,,
5009,憐,U+6190,lian2,lián,to pity,乞哀告憐|乞憐|可憐
5010,憑,U+6191,ping2,píng,to lean against,任憑|任憑風浪起，穩坐釣魚臺|口說無憑
5011,憒,U+6192,kui4,kuì,confused,
5012,憓,U+6193,hui4,huì,,
5013,憔,U+6194,qiao2,qiáo,used in 憔悴[qiao2 cui4],憔悴
5014,憕,U+6195,cheng2|zheng4|deng4,chéng|zhèng|dèng,,
5015,憖,U+6196,yin4|xin4|yin2,yìn|xìn|yín,(literary) to wish; to prefer to,
5016,憗,U+6197,yin4,yìn,,
5017,憘,U+6198,xi3|xi1,xǐ|xī,,
5018,憙,U+6199,xi1|xi3,xī|xǐ,variant of 喜[xi3],
5019,憚,U+619A,dan4|da2|chan3,dàn|dá|chǎn,dread,不憚|忌憚|肆無忌憚
5020,憛,U+619B,tan2,tán,,
5021,憜,U+619C,duo4,duò,,
5022,憝,U+619D,dui4,duì,dislike,元惡大憝|元恶大憝|大憝
5023,憞,U+619E,dui4|dun4|tun1,duì|dùn|tūn,,
5024,憟,U+619F,su4,sù,,
5025,憠,U+61A0,jue2,jué,,
5026,憡,U+61A1,ce4,cè,,
5027,憢,U+61A2,xiao1|jiao1,xiāo|jiāo,,
5028,憣,U+61A3,fan1,fān,,
5029,憤,U+61A4,fen4,fèn,indignant,不憤不啟|公憤|怨憤
5030,憥,U+61A5,lao2,láo,,
5031,憦,U+61A6,lao4|lao2,lào|láo,,
5032,憧,U+61A7,chong1|zhuang4,chōng|zhuàng,used in 憧憬[chong1 jing3],憧憧|憧憬
5033,憨,U+61A8,han1,hān,silly,喜憨兒|喜憨儿|憨厚
5034,憩,U+61A9,qi4,qì,variant of 憩[qi4],休憩|小憩|憩室炎
5035,憪,U+61AA,xian2|xian4,xián|xiàn,"composed, contented",
5036,憫,U+61AB,min3,mǐn,to sympathize; to pity; to feel compassion for,哀憫|悲天憫人|悲憫
5037,憬,U+61AC,jing3,jǐng,awaken,憧憬|憬然
5038,憭,U+61AD,liao3|liao2,liǎo|liáo,clear,
5039,憮,U+61AE,wu3|wu2,wǔ|wú,(literary) to have tender affection for,
5040,憯,U+61AF,can3,cǎn,already,
5041,憰,U+61B0,jue2,jué,,
5042,憱,U+61B1,cu4,cù,,
5043,憲,U+61B2,xian4|xian3,xiàn|xiǎn,statute,五權憲法|伊朗憲監會|修憲
5044,憳,U+61B3,tan3,tǎn,,
5045,憴,U+61B4,sheng2,shéng,,
5046,憵,U+61B5,pi1,pī,,
5047,憶,U+61B6,yi4,yì,to recollect,回憶|回憶錄|失憶
5048,憷,U+61B7,chu4|chu3,chù|chǔ,to be afraid,憷場|憷场|憷頭
5049,憸,U+61B8,xian1,xiān,artful,
5050,憹,U+61B9,nao2|nong2|nang2|nao3,náo|nóng|náng|nǎo,used in 懊憹|懊𢙐[ao4 nao2],懊憹
5051,憺,U+61BA,dan4,dàn,peace,
5052,憻,U+61BB,tan3,tǎn,,
5053,憼,U+61BC,jing3|jing4,jǐng|jìng,,
5054,憽,U+61BD,song1,sōng,,
5055,憾,U+61BE,han4|dan4,hàn|dàn,regret (sense of loss or dissatisfaction),引以為憾|引以为憾|憾事
5056,憿,U+61BF,jiao3|ji1,jiǎo|jī,,
5057,懀,U+61C0,wei4,wèi,,
5058,懁,U+61C1,xuan1|huan1,xuān|huān,,
5059,懂,U+61C2,dong3,dǒng,to understand,不懂裝懂|不懂装懂|似懂非懂
5060,懃,U+61C3,qin2,qín,variant of 勤[qin2],
5061,懄,U+61C4,qin2,qín,,
5062,懅,U+61C5,ju4,jù,bashful,
5063,懆,U+61C6,cao3|sao1|sao4,cǎo|sāo|sào,anxious,
5064,懇,U+61C7,ken3,kěn,earnest,勤勤懇懇|勤懇|懇切
5065,懈,U+61C8,xie4,xiè,lax,不懈|不懈怠|堅持不懈
5066,應,U+61C9,ying1|ying4,yīng|yìng,surname Ying,一一對應|一呼百應|一多對應
5067,懊,U+61CA,ao4|yu4,ào|yù,to regret,懊喪|懊丧|懊悔
5068,懋,U+61CB,mao4,mào,to be hardworking,羅懋登|罗懋登
5069,懌,U+61CC,yi4,yì,pleased,
5070,懍,U+61CD,lin3,lǐn,fear,
5071,懎,U+61CE,se4,sè,,
5072,懏,U+61CF,jun4,jùn,,
5073,懐,U+61D0,huai2,huái,Japanese variant of 懷|怀[huai2],
5074,懑,U+61D1,men4,mèn,melancholy,忿懑|愤懑|懑然
5075,懒,U+61D2,lan3,lǎn,variant of 懶|懒[lan3],伸懒腰|偷懒|好吃懒做
5076,懓,U+61D3,ai4,ài,,
5077,懔,U+61D4,lin3|lan3,lǐn|lǎn,fear,
5078,懕,U+61D5,yan1|yan4|ye4,yān|yàn|yè,,
5079,懖,U+61D6,kuo4,kuò,,
5080,懗,U+61D7,xia4,xià,,
5081,懘,U+61D8,chi4,chì,,
5082,懙,U+61D9,yu3,yǔ,,
5083,懚,U+61DA,yin4,yìn,,
5084,懛,U+61DB,dai1,dāi,,
5085,懜,U+61DC,meng3|meng4|meng2,měng|mèng|méng,,
5086,懝,U+61DD,ai4|ni4|ni3,ài|nì|nǐ,,
5087,懞,U+61DE,meng2|meng3,méng|měng,(literary) sincere; honest; genuine,
5088,懟,U+61DF,dui4,duì,(Internet slang) to attack verbally; to publicly criticize; to call out,回懟|怒懟|怨懟
5089,懠,U+61E0,qi2|ji4|ji1,qí|jì|jī,angry,
5090,懡,U+61E1,mo3,mǒ,,
5091,懢,U+61E2,lan2|xian4,lán|xiàn,,
5092,懣,U+61E3,men4,mèn,melancholy,忿懣|憤懣|懣然
5093,懤,U+61E4,chou2,chóu,used in 懤懤|㤽㤽[chou2 chou2],懤懤
5094,懥,U+61E5,zhi4,zhì,enraged,
5095,懦,U+61E6,nuo4,nuò,(bound form) cowardly; faint-hearted,怯懦|愚懦|懦夫
5096,懧,U+61E7,nuo4,nuò,,
5097,懨,U+61E8,yan1,yān,used in 懨懨|恹恹[yan1 yan1],懨懨|病懨懨
5098,懩,U+61E9,yang3,yǎng,,
5099,懪,U+61EA,bo2,bó,,
5100,懫,U+61EB,zhi4,zhì,enraged,
5101,懬,U+61EC,kuang4,kuàng,,
5102,懭,U+61ED,kuang3,kuǎng,,
5103,懮,U+61EE,you3|you1,yǒu|yōu,grievous,懮慮|懮虑|擔懮
5104,懯,U+61EF,fu1,fū,,
5105,懰,U+61F0,liu2|liu3,liú|liǔ,lovely,
5106,懱,U+61F1,mie4,miè,variant of 蔑[mie4],
5107,懲,U+61F2,cheng2,chéng,to punish,勸善懲惡|嚴懲|嚴懲不貸
5108,懳,U+61F3,hui,hui,,
5109,懴,U+61F4,chan4,chàn,,
5110,懵,U+61F5,meng3|meng4,měng|mèng,stupid,懵懂|懵懵懂懂|懵逼
5111,懶,U+61F6,lan3|lai4,lǎn|lài,lazy,伸懶腰|偷懶|好吃懶做
5112,懷,U+61F7,huai2,huái,surname Huai,不懷好意|仁懷|仁懷市
5113,懸,U+61F8,xuan2,xuán,to hang or suspend,中蘇解決懸案大綱協定|倒懸|倒懸之危
5114,懹,U+61F9,rang4,ràng,,
5115,懺,U+61FA,chan4,chàn,(bound form) to feel remorse,懺悔|拜懺
5116,懻,U+61FB,ji4,jì,,
5117,懼,U+61FC,ju4,jù,to fear,危懼|同性戀恐懼症|坦然無懼
5118,懽,U+61FD,huan1|guan4,huān|guàn,variant of 歡|欢[huan1],
5119,懾,U+61FE,she4,shè,(bound form) to fear; to be cowed,威懾|威懾力量|懾人
5120,懿,U+61FF,yi4|yi1,yì|yī,(literary) exemplary; virtuous,司馬懿|司马懿|唐懿宗
5121,戀,U+6200,lian4,liàn,to feel attached to,三角戀愛|依戀|初戀
5122,戁,U+6201,nan3,nǎn,stand in awe,
5123,戂,U+6202,mi2|mo2,mí|mó,,
5124,戃,U+6203,tang3,tǎng,,
5125,戄,U+6204,jue2,jué,to fear,
5126,戅,U+6205,gang4,gàng,,
5127,戆,U+6206,gang4|zhuang4,gàng|zhuàng,stupid (Wu dialect),戆督|戆头戆脑
5128,戇,U+6207,zhuang4|gang4,zhuàng|gàng,stupid (Wu dialect),戇督|戇頭戇腦
5129,戈,U+6208,ge1,gē,surname Ge,伊戈爾|伊戈尔|伊戈爾斯
5130,戉,U+6209,yue4,yuè,variant of 鉞|钺[yue4],
5131,戊,U+620A,wu4,wù,fifth of the ten Heavenly Stems 十天干[shi2 tian1 gan1],亞硝酸異戊酯|亚硝酸异戊酯|戊五醇
5132,戋,U+620B,jian1,jiān,narrow,戋戋
5133,戌,U+620C,xu1|qu,xū|qu,used in 屈戌兒|屈戌儿[qu1 qu5 r5],丙戌|壬戌|屈戌兒
5134,戍,U+620D,shu4,shù,garrison,屯戍|征戍|戍卒
5135,戎,U+620E,rong2|reng1,róng|rēng,surname Rong,兵戎|兵戎相見|兵戎相见
5136,戏,U+620F,xi4|hu1,xì|hū,variant of 戲|戏[xi4],三个女人一台戏|上海戏剧学院|中央戏剧学院
5137,成,U+6210,cheng2,chéng,surname Cheng,一事無成|一事无成|一口吃不成胖子
5138,我,U+6211,wo3,wǒ,I; me; my,三人行，則必有我師|三人行，则必有我师|三人行，必有我師
5139,戒,U+6212,jie4,jiè,to guard against,以示警戒|傳戒|传戒
5140,戓,U+6213,ge1,gē,,
5141,戔,U+6214,jian1|can2,jiān|cán,narrow,戔戔
5142,戕,U+6215,qiang1|zang1,qiāng|zāng,to kill,戕害|自戕
5143,或,U+6216,huo4|yu4,huò|yù,maybe,不可或缺|亦或|倘或
5144,戗,U+6217,qiang1|qiang4,qiāng|qiàng,contrary,够戗|戗风
5145,战,U+6218,zhan4,zhàn,to fight,一战|丁卯战争|不列颠保卫战
5146,戙,U+6219,dong4,dòng,,
5147,戚,U+621A,qi1|cu4,qī|cù,variant of 戚[qi1],休戚相關|休戚相关|君子坦蕩蕩，小人長戚戚
5148,戛,U+621B,jia2|ga1,jiá|gā,used in 戛納|戛纳[Ga1 na4],戛戛|戛戛獨造|戛戛独造
5149,戜,U+621C,die2,dié,,
5150,戝,U+621D,zei2,zéi,old variant of 賊|贼[zei2],
5151,戞,U+621E,jia2,jiá,variant of 戛[jia2],
5152,戟,U+621F,ji3,jǐ,halberd,三叉戟|刀槍劍戟|刀枪剑戟
5153,戠,U+6220,zhi1|zhi2,zhī|zhí,to gather,
5154,戡,U+6221,kan1|zhen3,kān|zhěn,kill,
5155,戢,U+6222,ji2,jí,surname Ji,
5156,戣,U+6223,kui2,kuí,a lance,
5157,戤,U+6224,gai4,gài,infringe upon a trade mark,
5158,戥,U+6225,deng3,děng,small steelyard for weighing money,
5159,戦,U+6226,zhan4,zhàn,Japanese variant of 戰|战,
5160,戧,U+6227,qiang1|chuang1|qiang4,qiāng|chuāng|qiàng,contrary,夠戧|戧風
5161,戨,U+6228,ge1,gē,,
5162,戩,U+6229,jian3,jiǎn,carry to the utmost,
5163,截,U+622A,jie2,jié,to cut off (a length),半截|半截衫|堵截
5164,戫,U+622B,yu4,yù,,
5165,戬,U+622C,jian3,jiǎn,carry to the utmost,
5166,戭,U+622D,yan3|you3,yǎn|yǒu,spear,
5167,戮,U+622E,lu4,lù,to peel with a knife,刑戮|夷戮|屠戮
5168,戯,U+622F,hu1|xi4,hū|xì,variant of 戲|戏[xi4],
5169,戰,U+6230,zhan4,zhàn,to fight,一戰|丁卯戰爭|不列顛保衛戰
5170,戱,U+6231,xi4,xì,variant of 戲|戏[xi4],
5171,戲,U+6232,xi4|hu1|xi1|hui1|suo1|yi1,xì|hū|xī|huī|suō|yī,trick,三個女人一臺戲|上海戲劇學院|中央戲劇學院
5172,戳,U+6233,chuo1,chuō,to jab,刺戳|戳不住|戳份兒
5173,戴,U+6234,dai4,dài,surname Dai,不共戴天|佩戴|北戴河
5174,戵,U+6235,qu2,qú,,
5175,戶,U+6236,hu4,hù,a household,佃戶|住戶|保戶
5176,户,U+6237,hu4,hù,a household,佃户|住户|保户
5177,戸,U+6238,hu4,hù,variant of 戶|户[hu4],
5178,戹,U+6239,e4,è,variant of 厄[e4],
